#X Y timestamp framecnt Z flag
181.0 124.2 1654244804.1 6979919 0.0 0
181.0 126.8 1654244807.39 6984102 0.0 0
181.0 129.4 1654244810.68 6988285 0.0 0
181.0 132.0 1654244813.97 6992469 0.0 0
181.0 134.6 1654244817.27 6996654 0.0 0
181.0 137.2 1654244820.55 7000838 0.0 0
181.0 139.8 1654244823.85 7005022 0.0 0
181.0 142.4 1654244827.14 7009210 0.0 0
181.0 145.0 1654244830.43 7013393 0.0 0
183.6 15.0 1654244842.24 7028407 0.0 0
183.6 17.6 1654244845.53 7032590 0.0 0
183.6 20.2 1654244848.82 7036775 0.0 0
183.6 22.8 1654244852.11 7040958 0.0 0
183.6 25.4 1654244855.4 7045144 0.0 0
183.6 28.0 1654244858.69 7049327 0.0 0
183.6 30.6 1654244861.98 7053510 0.0 0
183.6 33.2 1654244865.27 7057694 0.0 0
183.6 35.8 1654244868.56 7061875 0.0 0
183.6 38.4 1654244871.85 7066060 0.0 0
183.6 41.0 1654244875.14 7070243 0.0 0
183.6 43.6 1654244878.43 7074426 0.0 0
183.6 46.2 1654244881.72 7078611 0.0 0
183.6 48.8 1654244885.01 7082795 0.0 0
183.6 51.4 1654244888.3 7086977 0.0 0
183.6 54.0 1654244891.59 7091161 0.0 0
183.6 56.6 1654244894.88 7095345 0.0 0
183.6 59.2 1654244898.17 7099530 0.0 0
183.6 61.8 1654244901.46 7103715 0.0 0
183.6 64.4 1654244904.75 7107899 0.0 0
183.6 67.0 1654244908.04 7112083 0.0 0
183.6 69.6 1654244911.33 7116269 0.0 0
183.6 72.2 1654244914.63 7120454 0.0 0
183.6 74.8 1654244917.92 7124639 0.0 0
183.6 77.4 1654244921.21 7128823 0.0 0
183.6 80.0 1654244924.5 7133009 0.0 0
183.6 82.6 1654244927.79 7137193 0.0 0
183.6 85.2 1654244931.08 7141375 0.0 0
183.6 87.8 1654244934.37 7145560 0.0 0
183.6 90.4 1654244937.66 7149744 0.0 0
183.6 93.0 1654244940.95 7153927 0.0 0
183.6 95.6 1654244944.24 7158111 0.0 0
183.6 98.2 1654244947.53 7162294 0.0 0
183.6 100.8 1654244950.82 7166478 0.0 0
183.6 103.4 1654244954.11 7170663 0.0 0
183.6 106.0 1654244957.4 7174846 0.0 0
183.6 108.6 1654244960.69 7179029 0.0 0
183.6 111.2 1654244963.98 7183212 0.0 0
183.6 113.8 1654244967.27 7187396 0.0 0
183.6 116.4 1654244970.56 7191579 0.0 0
183.6 119.0 1654244973.85 7195764 0.0 0
183.6 121.6 1654244977.14 7199949 0.0 0
183.6 124.2 1654244980.43 7204134 0.0 0
183.6 126.8 1654244983.72 7208318 0.0 0
183.6 129.4 1654244987.01 7212501 0.0 0
183.6 132.0 1654244990.3 7216684 0.0 0
183.6 134.6 1654244993.59 7220868 0.0 0
183.6 137.2 1654244996.88 7225051 0.0 0
183.6 139.8 1654245000.17 7229235 0.0 0
183.6 142.4 1654245003.46 7233420 0.0 0
183.6 145.0 1654245006.76 7237604 0.0 0
168.0 80.0 1654245014.23 7247108 0.0 1
186.2 15.0 1654245021.71 7256619 0.0 0
186.2 17.6 1654245025.0 7260803 0.0 0
186.2 20.2 1654245028.29 7264987 0.0 0
186.2 22.8 1654245031.58 7269169 0.0 0
186.2 25.4 1654245034.87 7273352 0.0 0
186.2 28.0 1654245038.16 7277536 0.0 0
186.2 30.6 1654245041.45 7281723 0.0 0
186.2 33.2 1654245044.74 7285909 0.0 0
186.2 35.8 1654245048.03 7290093 0.0 0
186.2 38.4 1654245051.33 7294278 0.0 0
186.2 41.0 1654245054.61 7298461 0.0 0
186.2 43.6 1654245057.91 7302645 0.0 0
186.2 46.2 1654245061.19 7306827 0.0 0
186.2 48.8 1654245064.49 7311013 0.0 0
186.2 51.4 1654245067.78 7315198 0.0 0
186.2 54.0 1654245071.07 7319381 0.0 0
186.2 56.6 1654245074.36 7323565 0.0 0
186.2 59.2 1654245077.65 7327750 0.0 0
186.2 61.8 1654245080.94 7331935 0.0 0
186.2 64.4 1654245084.23 7336118 0.0 0
186.2 67.0 1654245087.52 7340302 0.0 0
186.2 69.6 1654245090.81 7344486 0.0 0
186.2 72.2 1654245094.1 7348671 0.0 0
186.2 74.8 1654245097.39 7352856 0.0 0
186.2 77.4 1654245100.68 7357039 0.0 0
186.2 80.0 1654245103.97 7361224 0.0 0
186.2 82.6 1654245107.26 7365408 0.0 0
186.2 85.2 1654245110.56 7369593 0.0 0
186.2 87.8 1654245113.85 7373778 0.0 0
186.2 90.4 1654245117.14 7377968 0.0 0
186.2 93.0 1654245120.44 7382156 0.0 0
186.2 95.6 1654245123.73 7386342 0.0 0
186.2 98.2 1654245127.02 7390528 0.0 0
186.2 100.8 1654245130.31 7394711 0.0 0
186.2 103.4 1654245133.6 7398894 0.0 0
186.2 106.0 1654245136.89 7403078 0.0 0
186.2 108.6 1654245140.18 7407262 0.0 0
186.2 111.2 1654245143.47 7411445 0.0 0
186.2 113.8 1654245146.76 7415629 0.0 0
186.2 116.4 1654245150.05 7419814 0.0 0
186.2 119.0 1654245153.34 7423999 0.0 0
186.2 121.6 1654245156.63 7428182 0.0 0
186.2 124.2 1654245159.92 7432365 0.0 0
186.2 126.8 1654245163.21 7436550 0.0 0
186.2 129.4 1654245166.5 7440733 0.0 0
186.2 132.0 1654245169.79 7444917 0.0 0
186.2 134.6 1654245173.08 7449100 0.0 0
186.2 137.2 1654245176.37 7453285 0.0 0
186.2 139.8 1654245179.66 7457469 0.0 0
186.2 142.4 1654245182.95 7461651 0.0 0
186.2 145.0 1654245186.24 7465836 0.0 0
188.8 15.0 1654245198.05 7480852 0.0 0
188.8 17.6 1654245201.34 7485037 0.0 0
188.8 20.2 1654245204.63 7489220 0.0 0
188.8 22.8 1654245207.92 7493404 0.0 0
188.8 25.4 1654245211.21 7497587 0.0 0
188.8 28.0 1654245214.5 7501771 0.0 0
188.8 30.6 1654245217.79 7505955 0.0 0
188.8 33.2 1654245221.09 7510139 0.0 0
188.8 35.8 1654245224.38 7514325 0.0 0
188.8 38.4 1654245227.67 7518510 0.0 0
188.8 41.0 1654245230.96 7522694 0.0 0
188.8 43.6 1654245234.25 7526879 0.0 0
188.8 46.2 1654245237.54 7531062 0.0 0
188.8 48.8 1654245240.83 7535245 0.0 0
188.8 51.4 1654245244.12 7539429 0.0 0
188.8 54.0 1654245247.41 7543613 0.0 0
188.8 56.6 1654245250.7 7547798 0.0 0
188.8 59.2 1654245253.99 7551982 0.0 0
188.8 61.8 1654245257.28 7556166 0.0 0
188.8 64.4 1654245260.57 7560349 0.0 0
188.8 67.0 1654245263.86 7564531 0.0 0
188.8 69.6 1654245267.15 7568716 0.0 0
188.8 72.2 1654245270.44 7572900 0.0 0
188.8 74.8 1654245273.73 7577085 0.0 0
188.8 77.4 1654245277.02 7581268 0.0 0
188.8 80.0 1654245280.31 7585453 0.0 0
188.8 82.6 1654245283.61 7589642 0.0 0
188.8 85.2 1654245286.9 7593826 0.0 0
188.8 87.8 1654245290.19 7598011 0.0 0
188.8 90.4 1654245293.48 7602195 0.0 0
188.8 93.0 1654245296.77 7606382 0.0 0
188.8 95.6 1654245300.07 7610571 0.0 0
188.8 98.2 1654245303.36 7614759 0.0 0
188.8 100.8 1654245306.65 7618941 0.0 0
188.8 103.4 1654245309.94 7623125 0.0 0
188.8 106.0 1654245313.23 7627311 0.0 0
188.8 108.6 1654245316.52 7631494 0.0 0
188.8 111.2 1654245319.81 7635678 0.0 0
188.8 113.8 1654245323.1 7639862 0.0 0
188.8 116.4 1654245326.39 7644046 0.0 0
188.8 119.0 1654245329.68 7648229 0.0 0
188.8 121.6 1654245332.97 7652412 0.0 0
188.8 124.2 1654245336.26 7656596 0.0 0
188.8 126.8 1654245339.55 7660781 0.0 0
188.8 129.4 1654245342.84 7664965 0.0 0
188.8 132.0 1654245346.13 7669148 0.0 0
188.8 134.6 1654245349.42 7673332 0.0 0
188.8 137.2 1654245352.71 7677515 0.0 0
188.8 139.8 1654245356.0 7681698 0.0 0
188.8 142.4 1654245359.29 7685883 0.0 0
188.8 145.0 1654245362.59 7690067 0.0 0
168.0 80.0 1654245370.06 7699571 0.0 1
191.4 15.0 1654245377.53 7709075 0.0 0
191.4 17.6 1654245380.82 7713258 0.0 0
191.4 20.2 1654245384.11 7717441 0.0 0
191.4 22.8 1654245387.4 7721624 0.0 0
191.4 25.4 1654245390.7 7725811 0.0 0
191.4 28.0 1654245393.99 7729997 0.0 0
191.4 30.6 1654245397.28 7734181 0.0 0
191.4 33.2 1654245400.57 7738365 0.0 0
191.4 35.8 1654245403.86 7742550 0.0 0
191.4 38.4 1654245407.15 7746734 0.0 0
191.4 41.0 1654245410.44 7750917 0.0 0
191.4 43.6 1654245413.73 7755100 0.0 0
191.4 46.2 1654245417.02 7759283 0.0 0
191.4 48.8 1654245420.31 7763468 0.0 0
191.4 51.4 1654245423.6 7767652 0.0 0
191.4 54.0 1654245426.89 7771837 0.0 0
191.4 56.6 1654245430.18 7776021 0.0 0
191.4 59.2 1654245433.47 7780206 0.0 0
191.4 61.8 1654245436.76 7784389 0.0 0
191.4 64.4 1654245440.05 7788572 0.0 0
191.4 67.0 1654245443.34 7792756 0.0 0
191.4 69.6 1654245446.63 7796939 0.0 0
191.4 72.2 1654245449.92 7801123 0.0 0
191.4 74.8 1654245453.21 7805307 0.0 0
191.4 77.4 1654245456.5 7809491 0.0 0
191.4 80.0 1654245459.79 7813674 0.0 0
191.4 82.6 1654245463.08 7817858 0.0 0
191.4 85.2 1654245466.37 7822042 0.0 0
191.4 87.8 1654245469.67 7826226 0.0 0
191.4 90.4 1654245472.96 7830411 0.0 0
191.4 93.0 1654245476.25 7834594 0.0 0
191.4 95.6 1654245479.54 7838779 0.0 0
191.4 98.2 1654245482.83 7842961 0.0 0
191.4 100.8 1654245486.12 7847147 0.0 0
191.4 103.4 1654245489.41 7851330 0.0 0
191.4 106.0 1654245492.7 7855514 0.0 0
191.4 108.6 1654245495.99 7859698 0.0 0
191.4 111.2 1654245499.28 7863880 0.0 0
191.4 113.8 1654245502.57 7868062 0.0 0
191.4 116.4 1654245505.86 7872246 0.0 0
191.4 119.0 1654245509.15 7876430 0.0 0
191.4 121.6 1654245512.44 7880614 0.0 0
191.4 124.2 1654245515.73 7884798 0.0 0
191.4 126.8 1654245519.02 7888980 0.0 0
191.4 129.4 1654245522.31 7893163 0.0 0
191.4 132.0 1654245525.6 7897348 0.0 0
191.4 134.6 1654245528.89 7901533 0.0 0
191.4 137.2 1654245532.18 7905719 0.0 0
191.4 139.8 1654245535.47 7909902 0.0 0
191.4 142.4 1654245538.76 7914086 0.0 0
191.4 145.0 1654245542.05 7918271 0.0 0
194.0 15.0 1654245553.86 7933287 0.0 0
194.0 17.6 1654245557.15 7937473 0.0 0
194.0 20.2 1654245560.45 7941660 0.0 0
194.0 22.8 1654245563.74 7945850 0.0 0
194.0 25.4 1654245567.04 7950038 0.0 0
194.0 28.0 1654245570.33 7954226 0.0 0
194.0 30.6 1654245573.62 7958417 0.0 0
194.0 33.2 1654245576.91 7962601 0.0 0
194.0 35.8 1654245580.2 7966785 0.0 0
194.0 38.4 1654245583.5 7970969 0.0 0
194.0 41.0 1654245586.79 7975152 0.0 0
194.0 43.6 1654245590.08 7979336 0.0 0
194.0 46.2 1654245593.37 7983519 0.0 0
194.0 48.8 1654245596.65 7987702 0.0 0
194.0 51.4 1654245599.95 7991888 0.0 0
194.0 54.0 1654245603.24 7996073 0.0 0
194.0 56.6 1654245606.53 8000256 0.0 0
194.0 59.2 1654245609.82 8004441 0.0 0
194.0 61.8 1654245613.11 8008624 0.0 0
194.0 64.4 1654245616.4 8012811 0.0 0
194.0 67.0 1654245619.69 8016993 0.0 0
194.0 69.6 1654245622.98 8021176 0.0 0
194.0 72.2 1654245626.27 8025360 0.0 0
194.0 74.8 1654245629.56 8029546 0.0 0
194.0 77.4 1654245632.85 8033731 0.0 0
194.0 80.0 1654245636.15 8037917 0.0 0
194.0 82.6 1654245639.43 8042099 0.0 0
194.0 85.2 1654245642.73 8046284 0.0 0
194.0 87.8 1654245646.01 8050467 0.0 0
194.0 90.4 1654245649.31 8054653 0.0 0
194.0 93.0 1654245652.6 8058839 0.0 0
194.0 95.6 1654245655.89 8063022 0.0 0
194.0 98.2 1654245659.18 8067207 0.0 0
194.0 100.8 1654245662.47 8071389 0.0 0
194.0 103.4 1654245665.76 8075571 0.0 0
194.0 106.0 1654245669.05 8079756 0.0 0
194.0 108.6 1654245672.34 8083941 0.0 0
194.0 111.2 1654245675.63 8088123 0.0 0
194.0 113.8 1654245678.92 8092307 0.0 0
194.0 116.4 1654245682.21 8096491 0.0 0
194.0 119.0 1654245685.5 8100676 0.0 0
194.0 121.6 1654245688.79 8104861 0.0 0
194.0 124.2 1654245692.08 8109045 0.0 0
194.0 126.8 1654245695.37 8113230 0.0 0
194.0 129.4 1654245698.66 8117414 0.0 0
194.0 132.0 1654245701.95 8121598 0.0 0
194.0 134.6 1654245705.25 8125783 0.0 0
194.0 137.2 1654245708.54 8129970 0.0 0
194.0 139.8 1654245711.83 8134154 0.0 0
194.0 142.4 1654245715.12 8138337 0.0 0
194.0 145.0 1654245718.41 8142521 0.0 0
168.0 80.0 1654245725.88 8152024 0.0 1
196.6 15.0 1654245733.36 8161533 0.0 0
196.6 17.6 1654245736.65 8165717 0.0 0
196.6 20.2 1654245739.94 8169901 0.0 0
196.6 22.8 1654245743.23 8174085 0.0 0
196.6 25.4 1654245746.52 8178269 0.0 0
196.6 28.0 1654245749.82 8182458 0.0 0
196.6 30.6 1654245753.11 8186644 0.0 0
196.6 33.2 1654245756.4 8190827 0.0 0
196.6 35.8 1654245759.69 8195009 0.0 0
196.6 38.4 1654245762.98 8199192 0.0 0
196.6 41.0 1654245766.27 8203377 0.0 0
196.6 43.6 1654245769.56 8207565 0.0 0
196.6 46.2 1654245772.85 8211751 0.0 0
196.6 48.8 1654245776.14 8215934 0.0 0
196.6 51.4 1654245779.43 8220119 0.0 0
196.6 54.0 1654245782.72 8224301 0.0 0
196.6 56.6 1654245786.01 8228486 0.0 0
196.6 59.2 1654245789.3 8232669 0.0 0
196.6 61.8 1654245792.6 8236854 0.0 0
196.6 64.4 1654245795.89 8241039 0.0 0
196.6 67.0 1654245799.18 8245223 0.0 0
196.6 69.6 1654245802.47 8249407 0.0 0
196.6 72.2 1654245805.76 8253591 0.0 0
196.6 74.8 1654245809.05 8257776 0.0 0
196.6 77.4 1654245812.34 8261961 0.0 0
196.6 80.0 1654245815.63 8266147 0.0 0
196.6 82.6 1654245818.92 8270332 0.0 0
196.6 85.2 1654245822.22 8274518 0.0 0
196.6 87.8 1654245825.51 8278702 0.0 0
196.6 90.4 1654245828.8 8282887 0.0 0
196.6 93.0 1654245832.09 8287070 0.0 0
196.6 95.6 1654245835.38 8291255 0.0 0
196.6 98.2 1654245838.67 8295440 0.0 0
196.6 100.8 1654245841.96 8299625 0.0 0
196.6 103.4 1654245845.25 8303808 0.0 0
196.6 106.0 1654245848.54 8307992 0.0 0
196.6 108.6 1654245851.83 8312174 0.0 0
196.6 111.2 1654245855.12 8316358 0.0 0
196.6 113.8 1654245858.41 8320543 0.0 0
196.6 116.4 1654245861.7 8324729 0.0 0
196.6 119.0 1654245864.99 8328911 0.0 0
196.6 121.6 1654245868.28 8333096 0.0 0
196.6 124.2 1654245871.57 8337280 0.0 0
196.6 126.8 1654245874.86 8341463 0.0 0
196.6 129.4 1654245878.15 8345648 0.0 0
196.6 132.0 1654245881.45 8349832 0.0 0
196.6 134.6 1654245884.74 8354017 0.0 0
196.6 137.2 1654245888.03 8358201 0.0 0
196.6 139.8 1654245891.32 8362384 0.0 0
196.6 142.4 1654245894.61 8366569 0.0 0
196.6 145.0 1654245897.9 8370753 0.0 0
199.2 15.0 1654245909.71 8385766 0.0 0
199.2 17.6 1654245913.0 8389950 0.0 0
199.2 20.2 1654245916.29 8394134 0.0 0
199.2 22.8 1654245919.58 8398319 0.0 0
199.2 25.4 1654245922.87 8402505 0.0 0
199.2 28.0 1654245926.16 8406688 0.0 0
199.2 30.6 1654245929.45 8410872 0.0 0
199.2 33.2 1654245932.74 8415057 0.0 0
199.2 35.8 1654245936.03 8419242 0.0 0
199.2 38.4 1654245939.32 8423426 0.0 0
199.2 41.0 1654245942.61 8427609 0.0 0
199.2 43.6 1654245945.9 8431794 0.0 0
199.2 46.2 1654245949.19 8435978 0.0 0
199.2 48.8 1654245952.48 8440160 0.0 0
199.2 51.4 1654245955.77 8444345 0.0 0
199.2 54.0 1654245959.06 8448530 0.0 0
199.2 56.6 1654245962.36 8452714 0.0 0
199.2 59.2 1654245965.65 8456897 0.0 0
199.2 61.8 1654245968.93 8461080 0.0 0
199.2 64.4 1654245972.22 8465263 0.0 0
199.2 67.0 1654245975.52 8469449 0.0 0
199.2 69.6 1654245978.81 8473632 0.0 0
199.2 72.2 1654245982.1 8477818 0.0 0
199.2 74.8 1654245985.39 8482001 0.0 0
199.2 77.4 1654245988.68 8486184 0.0 0
199.2 80.0 1654245991.97 8490369 0.0 0
199.2 82.6 1654245995.26 8494554 0.0 0
199.2 85.2 1654245998.55 8498738 0.0 0
199.2 87.8 1654246001.84 8502925 0.0 0
199.2 90.4 1654246005.14 8507112 0.0 0
199.2 93.0 1654246008.43 8511297 0.0 0
199.2 95.6 1654246011.72 8515481 0.0 0
199.2 98.2 1654246015.01 8519664 0.0 0
199.2 100.8 1654246018.3 8523849 0.0 0
199.2 103.4 1654246021.59 8528034 0.0 0
199.2 106.0 1654246024.88 8532217 0.0 0
199.2 108.6 1654246028.17 8536401 0.0 0
199.2 111.2 1654246031.46 8540586 0.0 0
199.2 113.8 1654246034.75 8544771 0.0 0
199.2 116.4 1654246038.04 8548955 0.0 0
199.2 119.0 1654246041.33 8553138 0.0 0
199.2 121.6 1654246044.62 8557322 0.0 0
199.2 124.2 1654246047.91 8561505 0.0 0
199.2 126.8 1654246051.2 8565690 0.0 0
199.2 129.4 1654246054.49 8569873 0.0 0
199.2 132.0 1654246057.79 8574059 0.0 0
199.2 134.6 1654246061.08 8578243 0.0 0
199.2 137.2 1654246064.37 8582427 0.0 0
199.2 139.8 1654246067.66 8586611 0.0 0
199.2 142.4 1654246070.95 8590795 0.0 0
199.2 145.0 1654246074.24 8594978 0.0 0
168.0 80.0 1654246081.71 8604482 0.0 1
201.8 15.0 1654246089.19 8613988 0.0 0
201.8 17.6 1654246092.48 8618173 0.0 0
201.8 20.2 1654246095.77 8622357 0.0 0
201.8 22.8 1654246099.06 8626542 0.0 0
201.8 25.4 1654246102.35 8630725 0.0 0
201.8 28.0 1654246105.64 8634910 0.0 0
201.8 30.6 1654246108.93 8639093 0.0 0
201.8 33.2 1654246112.22 8643277 0.0 0
201.8 35.8 1654246115.51 8647461 0.0 0
201.8 38.4 1654246118.8 8651644 0.0 0
201.8 41.0 1654246122.09 8655828 0.0 0
201.8 43.6 1654246125.38 8660011 0.0 0
201.8 46.2 1654246128.67 8664197 0.0 0
201.8 48.8 1654246131.96 8668381 0.0 0
201.8 51.4 1654246135.25 8672565 0.0 0
201.8 54.0 1654246138.54 8676748 0.0 0
201.8 56.6 1654246141.83 8680933 0.0 0
201.8 59.2 1654246145.13 8685118 0.0 0
201.8 61.8 1654246148.42 8689309 0.0 0
201.8 64.4 1654246151.71 8693495 0.0 0
201.8 67.0 1654246155.0 8697678 0.0 0
201.8 69.6 1654246158.29 8701862 0.0 0
201.8 72.2 1654246161.59 8706047 0.0 0
201.8 74.8 1654246164.87 8710228 0.0 0
201.8 77.4 1654246168.16 8714412 0.0 0
201.8 80.0 1654246171.45 8718596 0.0 0
201.8 82.6 1654246174.74 8722780 0.0 0
201.8 85.2 1654246178.04 8726964 0.0 0
201.8 87.8 1654246181.33 8731148 0.0 0
201.8 90.4 1654246184.62 8735333 0.0 0
201.8 93.0 1654246187.91 8739516 0.0 0
201.8 95.6 1654246191.2 8743700 0.0 0
201.8 98.2 1654246194.49 8747885 0.0 0
201.8 100.8 1654246197.78 8752068 0.0 0
201.8 103.4 1654246201.07 8756252 0.0 0
201.8 106.0 1654246204.36 8760436 0.0 0
201.8 108.6 1654246207.65 8764619 0.0 0
201.8 111.2 1654246210.94 8768802 0.0 0
201.8 113.8 1654246214.23 8772986 0.0 0
201.8 116.4 1654246217.52 8777169 0.0 0
201.8 119.0 1654246220.81 8781354 0.0 0
201.8 121.6 1654246224.1 8785538 0.0 0
201.8 124.2 1654246227.39 8789721 0.0 0
201.8 126.8 1654246230.68 8793905 0.0 0
201.8 129.4 1654246233.97 8798091 0.0 0
201.8 132.0 1654246237.26 8802274 0.0 0
201.8 134.6 1654246240.55 8806457 0.0 0
201.8 137.2 1654246243.84 8810642 0.0 0
201.8 139.8 1654246247.13 8814826 0.0 0
201.8 142.4 1654246250.42 8819010 0.0 0
201.8 145.0 1654246253.71 8823193 0.0 0
204.4 15.0 1654246265.52 8838209 0.0 0
204.4 17.6 1654246268.81 8842394 0.0 0
204.4 20.2 1654246272.1 8846578 0.0 0
204.4 22.8 1654246275.39 8850761 0.0 0
204.4 25.4 1654246278.68 8854946 0.0 0
204.4 28.0 1654246281.98 8859130 0.0 0
204.4 30.6 1654246285.27 8863316 0.0 0
204.4 33.2 1654246288.56 8867500 0.0 0
204.4 35.8 1654246291.85 8871682 0.0 0
204.4 38.4 1654246295.14 8875867 0.0 0
204.4 41.0 1654246298.43 8880051 0.0 0
204.4 43.6 1654246301.72 8884237 0.0 0
204.4 46.2 1654246305.01 8888421 0.0 0
204.4 48.8 1654246308.3 8892606 0.0 0
204.4 51.4 1654246311.59 8896791 0.0 0
204.4 54.0 1654246314.88 8900973 0.0 0
204.4 56.6 1654246318.17 8905157 0.0 0
204.4 59.2 1654246321.46 8909343 0.0 0
204.4 61.8 1654246324.75 8913527 0.0 0
204.4 64.4 1654246328.04 8917711 0.0 0
204.4 67.0 1654246331.33 8921893 0.0 0
204.4 69.6 1654246334.62 8926076 0.0 0
204.4 72.2 1654246337.91 8930260 0.0 0
204.4 74.8 1654246341.2 8934442 0.0 0
204.4 77.4 1654246344.49 8938626 0.0 0
204.4 80.0 1654246347.78 8942811 0.0 0
204.4 82.6 1654246351.07 8946994 0.0 0
204.4 85.2 1654246354.36 8951177 0.0 0
204.4 87.8 1654246357.66 8955362 0.0 0
204.4 90.4 1654246360.95 8959546 0.0 0
204.4 93.0 1654246364.24 8963730 0.0 0
204.4 95.6 1654246367.53 8967915 0.0 0
204.4 98.2 1654246370.82 8972098 0.0 0
204.4 100.8 1654246374.11 8976283 0.0 0
204.4 103.4 1654246377.4 8980467 0.0 0
204.4 106.0 1654246380.69 8984650 0.0 0
204.4 108.6 1654246383.98 8988834 0.0 0
204.4 111.2 1654246387.27 8993018 0.0 0
204.4 113.8 1654246390.56 8997202 0.0 0
204.4 116.4 1654246393.85 9001386 0.0 0
204.4 119.0 1654246397.14 9005570 0.0 0
204.4 121.6 1654246400.43 9009757 0.0 0
204.4 124.2 1654246403.72 9013941 0.0 0
204.4 126.8 1654246407.01 9018125 0.0 0
204.4 129.4 1654246410.3 9022310 0.0 0
204.4 132.0 1654246413.59 9026492 0.0 0
204.4 134.6 1654246416.88 9030675 0.0 0
204.4 137.2 1654246420.17 9034860 0.0 0
204.4 139.8 1654246423.47 9039044 0.0 0
204.4 142.4 1654246426.76 9043230 0.0 0
204.4 145.0 1654246430.05 9047414 0.0 0
168.0 80.0 1654246437.52 9056918 0.0 1
207.0 15.0 1654246445.0 9066425 0.0 0
207.0 17.6 1654246448.29 9070609 0.0 0
207.0 20.2 1654246451.58 9074794 0.0 0
207.0 22.8 1654246454.87 9078979 0.0 0
207.0 25.4 1654246458.16 9083166 0.0 0
207.0 28.0 1654246461.46 9087353 0.0 0
207.0 30.6 1654246464.75 9091537 0.0 0
207.0 33.2 1654246468.04 9095721 0.0 0
207.0 35.8 1654246471.33 9099904 0.0 0
207.0 38.4 1654246474.62 9104089 0.0 0
207.0 41.0 1654246477.91 9108272 0.0 0
207.0 43.6 1654246481.2 9112457 0.0 0
207.0 46.2 1654246484.49 9116641 0.0 0
207.0 48.8 1654246487.78 9120824 0.0 0
207.0 51.4 1654246491.07 9125009 0.0 0
207.0 54.0 1654246494.36 9129192 0.0 0
207.0 56.6 1654246497.65 9133376 0.0 0
207.0 59.2 1654246500.94 9137560 0.0 0
207.0 61.8 1654246504.23 9141744 0.0 0
207.0 64.4 1654246507.52 9145929 0.0 0
207.0 67.0 1654246510.81 9150112 0.0 0
207.0 69.6 1654246514.1 9154296 0.0 0
207.0 72.2 1654246517.39 9158480 0.0 0
207.0 74.8 1654246520.68 9162663 0.0 0
207.0 77.4 1654246523.97 9166846 0.0 0
207.0 80.0 1654246527.26 9171030 0.0 0
207.0 82.6 1654246530.55 9175214 0.0 0
207.0 85.2 1654246533.85 9179399 0.0 0
207.0 87.8 1654246537.14 9183582 0.0 0
207.0 90.4 1654246540.43 9187766 0.0 0
207.0 93.0 1654246543.71 9191948 0.0 0
207.0 95.6 1654246547.01 9196133 0.0 0
207.0 98.2 1654246550.3 9200317 0.0 0
207.0 100.8 1654246553.59 9204504 0.0 0
207.0 103.4 1654246556.88 9208688 0.0 0
207.0 106.0 1654246560.17 9212871 0.0 0
207.0 108.6 1654246563.46 9217054 0.0 0
207.0 111.2 1654246566.75 9221237 0.0 0
207.0 113.8 1654246570.04 9225420 0.0 0
207.0 116.4 1654246573.33 9229602 0.0 0
207.0 119.0 1654246576.62 9233787 0.0 0
207.0 121.6 1654246579.91 9237970 0.0 0
207.0 124.2 1654246583.2 9242156 0.0 0
207.0 126.8 1654246586.49 9246339 0.0 0
207.0 129.4 1654246589.78 9250524 0.0 0
207.0 132.0 1654246593.07 9254707 0.0 0
207.0 134.6 1654246596.36 9258892 0.0 0
207.0 137.2 1654246599.65 9263074 0.0 0
207.0 139.8 1654246602.94 9267260 0.0 0
207.0 142.4 1654246606.23 9271443 0.0 0
207.0 145.0 1654246609.52 9275627 0.0 0
209.6 15.0 1654246621.33 9290641 0.0 0
209.6 17.6 1654246624.62 9294825 0.0 0
209.6 20.2 1654246627.91 9299009 0.0 0
209.6 22.8 1654246631.2 9303193 0.0 0
209.6 25.4 1654246634.49 9307377 0.0 0
209.6 28.0 1654246637.78 9311561 0.0 0
209.6 30.6 1654246641.07 9315743 0.0 0
209.6 33.2 1654246644.36 9319927 0.0 0
209.6 35.8 1654246647.65 9324113 0.0 0
209.6 38.4 1654246650.94 9328296 0.0 0
209.6 41.0 1654246654.23 9332480 0.0 0
209.6 43.6 1654246657.52 9336665 0.0 0
209.6 46.2 1654246660.82 9340849 0.0 0
209.6 48.8 1654246664.1 9345032 0.0 0
209.6 51.4 1654246667.39 9349216 0.0 0
209.6 54.0 1654246670.69 9353399 0.0 0
209.6 56.6 1654246673.98 9357584 0.0 0
209.6 59.2 1654246677.27 9361767 0.0 0
209.6 61.8 1654246680.56 9365952 0.0 0
209.6 64.4 1654246683.85 9370136 0.0 0
209.6 67.0 1654246687.14 9374319 0.0 0
209.6 69.6 1654246690.43 9378501 0.0 0
209.6 72.2 1654246693.72 9382686 0.0 0
209.6 74.8 1654246697.01 9386869 0.0 0
209.6 77.4 1654246700.3 9391053 0.0 0
209.6 80.0 1654246703.59 9395237 0.0 0
209.6 82.6 1654246706.88 9399420 0.0 0
209.6 85.2 1654246710.17 9403604 0.0 0
209.6 87.8 1654246713.46 9407788 0.0 0
209.6 90.4 1654246716.75 9411973 0.0 0
209.6 93.0 1654246720.04 9416157 0.0 0
209.6 95.6 1654246723.33 9420341 0.0 0
209.6 98.2 1654246726.62 9424526 0.0 0
209.6 100.8 1654246729.92 9428716 0.0 0
209.6 103.4 1654246733.21 9432902 0.0 0
